MODO,METAL,ESPECIE,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple
C,207200,Carduelis cannabina,10,12,1989,Dos Hermanas,Dos Hermanas,Sevilla,4,0,M. Vazquez,140,11,control,1989-12-10,control
A,L375237,Carduelis cannabina,20,6,2000,La Escribana,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2000-06-20,anillamiento
C,L375237,Carduelis cannabina,7,12,2003,La Lagunilla,Palomares del Rio,Sevilla,4,1,M. Vazquez,1265,8,control,2003-12-07,control
A,402522,Carduelis carduelis,15,10,1991,El Bolin RB Doñana,Almonte,Huelva,3,0,M. Pineda,NA,NA,Anillamiento,1991-10-15,anillamiento
C,402522,Carduelis carduelis,6,12,1994,El Chalet RB Doñana,Almonte,Huelva,4,0,M. Vazquez,NA,1,control,1994-12-06,control
A,180823,Carduelis carduelis,28,6,1987,Lora del Rio,Lora del Rio,Sevilla,3,0,G Atricapilla,NA,NA,Anillamiento,1987-06-28,anillamiento
C,180823,Carduelis carduelis,5,11,1987,Lora del Rio,Lora del Rio,Sevilla,3,0,M. Vazquez,127,1,Cazada,1987-11-05,muerto
A,233016,Carduelis carduelis,17,7,1988,Huerta Daniel,Puebla del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,1988-07-17,anillamiento
C,233016,Carduelis carduelis,25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,3,0,Particular,NA,4,Cazada,1988-10-25,muerto
A,177103,Carduelis carduelis,22,8,1987,El Chotal,Baeza,Jaen,3,0,D. Lubian,NA,NA,Anillamiento,1987-08-22,anillamiento
C,177103,Carduelis carduelis,15,12,1897,Coria del Rio,Coria del Rio,Sevilla,3,0,M. Vazquez,113,242,Cazada,1897-12-15,muerto
A,385141,Carduelis carduelis,21,7,1990,Jimena de la Frontera,Jimena de la Frontera,Cadiz,5,2,Milvus Goes,NA,NA,Anillamiento,1990-07-21,anillamiento
C,385141,Carduelis carduelis,21,12,1990,Sanlucar de Barrameda,Sanlucar de Barrameda,Cadiz,5,2,M. Vazquez,150,86,control,1990-12-21,control
A,208985,Emberiza schoeniclus,14,1,1989,La Mejorada,Puebla del Rio,Sevilla,4,2,GOSUR,NA,NA,Anillamiento,1989-01-14,anillamiento
C,208985,Emberiza schoeniclus,1,2,1989,Brazo del Este,Puebla del Rio,Sevilla,4,0,M. Vazquez,2,18,control,1989-02-01,control
A,2212252,Emberiza schoeniclus,30,1,1988,La Mejorada,Puebla del Rio,Sevilla,6,2,GOSUR,NA,NA,Anillamiento,1988-01-30,anillamiento
C,2212252,Emberiza schoeniclus,25,1,1989,La Marmoleja,Puebla del Rio,Sevilla,4,2,M. Vazquez,10,361,control,1989-01-25,control
A,2709757,Emberiza schoeniclus,18,11,1995,Rio Palmones,Algeciras,Cadiz,3,2,Milvus Goes,NA,NA,Anillamiento,1995-11-18,anillamiento
C,2709757,Emberiza schoeniclus,21,12,1995,Lucio Poco Abrigo,Puebla del Rio,Sevilla,2,2,M. Vazquez,33,137,control,1995-12-21,control
A,2222859,Emberiza schoeniclus,2,1,1989,Caño Navarro,Coria del Rio,Sevilla,3,2,J. Ayala,NA,NA,Anillamiento,1989-01-02,anillamiento
C,2222859,Emberiza schoeniclus,4,2,1990,La Marmoleja,Puebla del Rio,Sevilla,4,2,M. Vazquez,398,11,control,1990-02-04,control
A,3062666,Glareola pratincola,6,7,1997,Brazo del Este,Puebla del Rio,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,1997-07-06,anillamiento
C,3062666,Glareola pratincola,21,4,2002,Marjal del Moro,Sagunto ,Valencia,4,0,M. Yuste,NA,NA,control,2002-04-21,control
C,3062666,Glareola pratincola,15,5,2002,Marjal del Moro,Sagunto ,Valencia,4,0,M. Yuste,NA,NA,control,2002-05-15,control
A,N778513,Carduelis carduelis,6,10,2008,Noain,Valle de Elorz,Navarra,2,1,G Oilagorra,NA,NA,Anillamiento,2008-10-06,anillamiento
C,N778513,Carduelis carduelis,26,11,2008,La Pilarica,Puebla del Rio,Sevilla,2,1,M. Vazquez,51,735,Mantenida en cautividad,2008-11-26,control
A,2A191022,Passer hispaniolensis,15,2,2007,Laguna del Gobierno,Lantejuela,Sevilla,4,1,M. Vazquez,NA,NA,Anillamiento,2007-02-15,anillamiento
C,2A191022,Passer hispaniolensis,20,7,2008,La Vegilla,Cordoba,Cordoba,4,1,G Epops,521,72,control,2008-07-20,control
A,L812960,Acrocephalus scirpaceus,20,8,2004,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2004-08-20,anillamiento
C,L812960,Acrocephalus scirpaceus,16,6,2009,Brazo del Este,Puebla del Rio,Sevilla,4,2,GOSUR,1761,18,control,2009-06-16,control
A,N420621,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420622,Acrocephalus scirpaceus,25,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,27,2,control,2006-08-25,control
A,DR4070,Acrocephalus scirpaceus,15,7,2006,Coria del Rio,Coria del Rio,Sevilla,4,1,GOSUR,NA,NA,Anillamiento,2006-07-15,anillamiento
C,DR4070,Acrocephalus scirpaceus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,27,2,control,2006-08-11,control
A,N420688,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420688,Acrocephalus scirpaceus,18,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,20,2,control,2006-08-18,control
A,N420680,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,4,2,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420680,Acrocephalus scirpaceus,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,25,2,control,2006-08-23,control
A,N420676,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,4,1,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420676,Acrocephalus scirpaceus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,13,2,control,2006-08-11,control
A,N420656,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420656,Acrocephalus scirpaceus,25,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,27,2,control,2006-08-25,control
A,N420621,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420621,Acrocephalus scirpaceus,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,25,2,control,2006-08-23,control
A,N420203,Acrocephalus scirpaceus,29,7,2006,Coria del Rio,Coria del Rio,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N420203,Acrocephalus scirpaceus,14,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,16,2,control,2006-08-14,control
A,2A061616,Ploceus melanocephalus,14,5,2005,Brazo del Este,Puebla del Rio,Sevilla,4,0,GOSUR,NA,NA,Anillamiento,2005-05-14,anillamiento
C,2A061616,Ploceus melanocephalus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,2,M. Vazquez,454,18,control,2006-08-11,control
A,CC0455,Riparia riparia,26,8,2003,Las Minas,San Martin de la Vega,Madrid,3,0,GO Monticola,NA,NA,Anillamiento,2003-08-26,anillamiento
C,CC0455,Riparia riparia,31,8,2005,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,736,397,control,2005-08-31,control
A,DD9331,Phylloscopus collybita,6,11,2005,Manecorro PN Doñana,Almonte,Huelva,3,0,JL Arroyo,NA,NA,Anillamiento,2005-11-06,anillamiento
C,DD9331,Phylloscopus collybita,16,11,2005,Dehesa de Abajo,Puebla del Rio,Sevilla,3,0,M. Vazquez,10,34,control,2005-11-16,control
A,AK1380,Estrilda astrild,4,12,2008,Villamarta,Coria del Rio,Sevilla,3,0,J Ayala,NA,NA,Anillamiento,2008-12-04,anillamiento
C,AK1380,Estrilda astrild,15,2,2009,Curva del Conde,Coria del Rio,Sevilla,2,0,M. Vazquez,1,73,Capturada por buho o rapaz,2009-02-15,muerto
A,AK1554,Phylloscopus collybita,1,11,2000,El Alamillo,Sevilla,Sevilla,2,0,M. Vazquez,NA,NA,Anillamiento,2000-11-01,anillamiento
C,AK1554,Phylloscopus collybita,21,12,2004,Vereda de las Mozas,Castro del Rio,Cordoba,4,0,Epops,1511,137,control,2004-12-21,control
A,N179001,Euplectes afer,5,10,2004,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,2004-10-05,anillamiento
C,N179001,Euplectes afer,23,7,2009,Brazo del Este,Puebla del Rio,Sevilla,4,2,J Ayala,1752,18,control,2009-07-23,control
A,N364057,Acrocephalus scirpaceus,25,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2006-08-25,anillamiento
C,N364057,Acrocephalus scirpaceus,22,7,2009,Brazo del Este,Puebla del Rio,Sevilla,4,0,J Ayala,1062,18,control,2009-07-22,control
A,2359854,Passer domesticus,8,6,2003,Parque del Alamillo,Sevilla,Sevilla,3,2,GOSUR,NA,NA,Anillamiento,2003-06-08,anillamiento
C,2359854,Passer domesticus,11,5,2009,Sevilla,Sevilla,Sevilla,2,0,M. Vazquez,2164,3,Encontrada solo anilla,2009-05-11,muerto
A,N207196,Acrocephalus scirpaceus,31,8,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2005-08-31,anillamiento
C,N207196,Acrocephalus scirpaceus,6,6,2009,Brazo del Este,Puebla del Rio,Sevilla,4,2,J Ayala,1385,18,control,2009-06-06,control
C,N207196,Acrocephalus scirpaceus,7,7,2009,Brazo del Este,Puebla del Rio,Sevilla,2,0,J Ayala,1406,18,control,2009-07-07,control
A,N354574,Acrocephalus scirpaceus,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2006-08-23,anillamiento
C,N354574,Acrocephalus scirpaceus,7,6,2008,Los Pobres,Puebla del Rio,Sevilla,4,1,SEO Sevilla,654,18,control,2008-06-07,control
C,N354574,Acrocephalus scirpaceus,4,7,2008,Los Pobres,Puebla del Rio,Sevilla,4,1,SEO Sevilla,681,18,control,2008-07-04,control
A,2549538,Sylvia atricapilla,7,12,1993,La Algaida,Sanlucar de Barrameda,Cadiz,3,1,M. Vazquez,NA,NA,Anillamiento,1993-12-07,anillamiento
C,2549538,Sylvia atricapilla,25,11,2001,Benalup de Sidonia,Benalup de Sidonia,Cadiz,4,0,Particular,2910,51,control,2001-11-25,control
A,L705695,Acrocephalus scirpaceus,11,7,2004,Cantaritas,Puebla del Rio,Sevilla,5,1,JL Arroyo,NA,NA,Anillamiento,2004-07-11,anillamiento
C,L705695,Acrocephalus scirpaceus,20,8,2004,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,40,18,control,2004-08-20,control
A,L797279,Motacilla alba,21,11,2003,San Pablo,Sevilla,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2003-11-21,anillamiento
C,L797279,Motacilla alba,22,12,2003,Torrebalnca de los Caños,Sevilla,Sevilla,3,0,Particular,31,3,control,2003-12-22,control
A,L797210,Motacilla alba,7,11,2003,San Pablo,Sevilla,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,2003-11-07,anillamiento
C,L797210,Motacilla alba,21,4,2008,Mairena del Alcor,Mairena del Alcor,Sevilla,2,0,Particular,1627,23,Encontrado muerto,2008-04-21,muerto
A,L174016,Sylvia atricapilla,2,11,1997,Manecorro PN Doñana,Almonte,Huelva,3,2,JL Arroyo,NA,NA,Anillamiento,1997-11-02,anillamiento
C,L174016,Sylvia atricapilla,29,1,2004,La Rocina PND,Almonte,Huelva,4,2,M. Vazquez,2279,1,control,2004-01-29,control
A,BU4525,Phylloscopus collybita,12,12,2002,El Rocio,Almonte,Huelva,4,1,R Rodriguez,NA,NA,Anillamiento,2002-12-12,anillamiento
C,BU4525,Phylloscopus collybita,12,1,2004,La Rocina PND,Almonte,Huelva,4,1,M. Vazquez,396,1,control,2004-01-12,control
A,AC4374,Cettia cetti,10,7,1999,Rio Guadaira,Sevilla,Sevilla,4,0,EBD,NA,NA,Anillamiento,1999-07-10,anillamiento
C,AC4374,Cettia cetti,19,6,2001,Dos Hermanas,Dos Hermanas,Sevilla,4,1,Zamalla,710,15,control,2001-06-19,control
