MODO,METAL,ESPECIE,DIA,MES,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple
C,2347511,Carduelis cannabina,25,11,1986,"Cortijo Atalaya, Puebla del Rio, Sevilla",España,2,0,M. Vazquez,51,1789,Cazada,1986-11-25,muerto
A,7981170,Carduelis cannabina,23,9,2002,"Kasterlee, Antwerpen, Amberes",Belgica,2,2,Extranjero,NA,NA,Anillamiento,2002-09-23,anillamiento
C,7981170,Carduelis cannabina,15,12,2002,"Alcala de Guadaira, Sevilla",España,2,0,M. Vazquez,83,1768,Cazada,2002-12-15,muerto
A,2969854,Carduelis spinus,30,10,1996,"Hoeilaart, Brabant",Belgica,3,1,Extranjero,NA,NA,Anillamiento,1996-10-30,anillamiento
C,2969854,Carduelis spinus,28,2,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,486,1722,control,1998-02-28,control
A,927168,Carduelis spinus,17,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,NA,NA,Anillamiento,1998-01-17,anillamiento
C,927168,Carduelis spinus,12,5,1999,"Vakkila, Huittinene Turku-Pori, Abo-Bjorneborg",Finlandia,2,0,Extranjero,480,3331,Encontrado muerto,1999-05-12,muerto
A,927281,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,NA,NA,Anillamiento,1998-01-24,anillamiento
C,927281,Carduelis spinus,1,4,2002,"Plauen, Sachsen Anhalt",Alemania,2,0,Extranjero,1528,2067,Encontrado muerto,2002-04-01,muerto
A,927327,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,NA,NA,Anillamiento,1998-01-24,anillamiento
C,927327,Carduelis spinus,15,3,1999,"Hamilton, Strathclyde Region",Gran Bretaña,4,1,Extranjero,415,2059,control,1999-03-15,control
A,927766,Carduelis spinus,28,2,1998,"Pilas, Sevilla",España,6,1,M. Vazquez,NA,NA,Anillamiento,1998-02-28,anillamiento
C,927766,Carduelis spinus,23,10,1998,"Stomorska, Isaland Solta, Hrvatsku",Croacia,2,0,Extranjero,237,2027,Capturada para enjaular,1998-10-23,control
A,LF7183,Carduelis spinus,19,9,1996,"Neringos Stac., Kursiv Nerija",Lituania,3,1,Extranjero,NA,NA,Anillamiento,1996-09-19,anillamiento
C,LF7183,Carduelis spinus,15,1,1998,"Moguer, Huelva",España,2,0,M. Vazquez,483,2912,Cazada,1998-01-15,muerto
A,H735093,Carduelis spinus,27,9,1997,"Rinnleiret, Nord Trondelag",Noruega,3,1,Extranjero,NA,NA,Anillamiento,1997-09-27,anillamiento
C,H735093,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,5,1,M. Vazquez,119,3173,control,1998-01-24,control
A,XC917514,Carduelis spinus,31,8,1995,"Gumbaritsy, Leningrado",Rusia,3,1,Extranjero,NA,NA,Anillamiento,1995-08-31,anillamiento
C,XC917514,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,877,3802,control,1998-01-24,control
A,BJ74350,Carduelis spinus,5,5,1997,"Mockebo, Oskarshamn, Kalmar",Suecia,5,2,Extranjero,NA,NA,Anillamiento,1997-05-05,anillamiento
C,BJ74350,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,2,M. Vazquez,264,2780,control,1998-01-24,control
A,A816592,Carduelis spinus,13,10,1996,"Col de Jaman, Vaud",Suiza,3,1,Extranjero,NA,NA,Anillamiento,1996-10-13,anillamiento
C,A816592,Carduelis spinus,28,2,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,503,1491,control,1998-02-28,control
A,B031074,Carduelis spinus,29,9,2001,"Col de Jaman, Vaud",Suiza,3,2,Extranjero,NA,NA,Anillamiento,2001-09-29,anillamiento
C,B031074,Carduelis spinus,12,12,2001,"Aracena, Huelva",España,3,2,M. Vazquez,74,1461,control,2001-12-12,control
A,CT1366,Emberiza schoeniclus,29,9,1990,"Kauerlacher, Weiher Bei Karm, Mittelfranken",Alemania,4,1,Radolfzell,NA,NA,Anillamiento,1990-09-29,anillamiento
C,CT1366,Emberiza schoeniclus,16,12,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,77,1932,control,1990-12-16,control
A,L796763,Emberiza schoeniclus,2,11,2003,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2003-11-02,anillamiento
C,L796763,Emberiza schoeniclus,18,10,2006,"Payerne, Vaud",Suiza,4,0,Sempach,1081,1449,control,2006-10-18,control
A,SA782570,Emberiza schoeniclus,24,1,1988,"Etang de Lanet, Pirineos Orientales",Francia,2,1,Extranjero,NA,NA,Anillamiento,1988-01-24,anillamiento
C,SA782570,Emberiza schoeniclus,17,11,1988,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,2,1,M. Vazquez,NA,NA,control,1988-11-17,control
A,2979652,Emberiza schoeniclus,5,11,1987,"La Capeliere, Arles, Bouches de Rhone",Francia,3,1,Extranjero,NA,NA,Anillamiento,1987-11-05,anillamiento
C,2979652,Emberiza schoeniclus,4,2,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,822,1140,control,1990-02-04,control
A,3323221,Emberiza schoeniclus,11,10,1989,"ST Savinien, Charente Maritime",Francia,3,1,Extranjero,NA,NA,Anillamiento,1989-10-11,anillamiento
C,3323221,Emberiza schoeniclus,17,11,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,401,1057,control,1990-11-17,control
A,2966907,Sylvia atricapilla,9,2,2003,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,1,M. Vazquez,NA,NA,Anillamiento,2003-02-09,anillamiento
C,2966907,Sylvia atricapilla,15,7,2003,"Lelystad, Ijsselmeerpolders",Holanda,2,1,Extranjero,156,1879,control,2003-07-15,control
A,G87899,Phylloscopus collybita,8,9,2007,"Landgoed de Hoort, Limburg",Holanda,3,2,Extranjero,NA,NA,Anillamiento,2007-09-08,anillamiento
C,G87899,Phylloscopus collybita,21,10,2007,"Laguna del Gobierno, Lantejuela,Sevilla",España,2,0,M. Vazquez,43,1763,control,2007-10-21,control
A,BD07826,Sylvia atricapilla,20,9,2007,"Villeton, Lot et Garonne",Francia,3,1,Extranjero,NA,NA,Anillamiento,2007-09-20,anillamiento
C,BD07826,Sylvia atricapilla,3,11,2007,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,1,M. Vazquez,44,913,control,2007-11-03,control
A,AK02714,Acrocephalus scirpaceus,18,6,2005,"Overijssel, Overijssel ",Holanda,1,0,Extranjero,NA,NA,Anillamiento,2005-06-18,anillamiento
C,AK02714,Acrocephalus scirpaceus,25,8,2006,"Caño Navarro, Coria del Rio, Sevilla",España,4,0,M. Vazquez,433,1941,control,2006-08-25,control
A,3196490,Sturnus vulgaris,22,11,2001,"La Fao, Aznalcazar, Sevilla",España,4,2,M. Vazquez,NA,NA,Anillamiento,2001-11-22,anillamiento
C,3196490,Sturnus vulgaris,21,1,2003,"Cast o Sangallo, Roma",Italia,2,0,Extranjero,425,1692,Cazada con escopeta,2003-01-21,muerto
A,2A168831,Sylvia atricapilla,10,11,2007,"Los Toruños, El Puerto de Santa Maria, Cadiz",España,3,2,M. Vazquez,NA,NA,Anillamiento,2007-11-10,anillamiento
C,2A168831,Sylvia atricapilla,13,4,2009,"Ubersyren, Gran Ducado de Luxemburgo",Luxemburgo,4,2,Extranjero,520,1762,control,2009-04-13,control
A,P574855,Motacilla alba yarrellii,21,8,2002,"Rodbaston, Stafford, Staffordshire",Gran Bretaña,3,0,Extranjero,NA,NA,Anillamiento,2002-08-21,anillamiento
C,P574855,Motacilla alba yarrellii,14,12,2002,"Huelva, Huelva",España,3,0,Zamalla,115,1755,control,2002-12-14,control
A,7994732,Motacilla alba ,10,10,2001,"Sourbrodt, Luik, Lieja",Belgica,3,1,Extranjero,NA,NA,Anillamiento,2001-10-10,anillamiento
C,7994732,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,4,1,M. Vazquez,478,1742,control anilla roja,2003-01-31,control
A,8323554,Motacilla alba ,9,10,2002,"Spixhe, Theux, Luik Lieja",Belgica,3,0,Extranjero,NA,NA,Anillamiento,2002-10-09,anillamiento
C,8323554,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,114,1733,control anilla naranja,2003-01-31,control
A,AD70225,Motacilla alba ,25,3,2002,"Castricum, Noord Holland",Holanda,5,1,Extranjero,NA,NA,Anillamiento,2002-03-25,anillamiento
C,AD70225,Motacilla alba ,13,2,2003,"San Pablo, Sevilla",España,4,1,M. Vazquez,325,1874,control anilla naranja,2003-02-13,control
A,VC96434,Motacilla alba ,5,10,2000,"Kreischa, Weiberitzkreis, Dresden",Alemania,2,1,Extranjero,NA,NA,Anillamiento,2000-10-05,anillamiento
C,VC96434,Motacilla alba ,25,2,2001,"Dos Hermanas, Sevilla",España,2,0,M. Vazquez,143,2176,Cazada con escopeta,2001-02-25,muerto
A,L628086,Motacilla alba ,22,11,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2002-11-22,anillamiento
C,L628086,Motacilla alba ,23,4,2004,"Saint Aignan, Loire et Cher",Francia,2,0,Extranjero,518,1250,Encontrado muerto,2004-04-23,muerto
A,L765176,Motacilla alba ,13,12,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2002-12-13,anillamiento
C,L765176,Motacilla alba ,1,3,2003,"Kampen, Drenthe",Holanda,2,0,Extranjero,78,1922,Colision contra cristales,2003-03-01,muerto
A,L765437,Motacilla alba ,20,12,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2002-12-20,anillamiento
C,L765437,Motacilla alba ,7,7,2003,"Westerstede Mansie, Weser Ems Excep Islas",Alemania,2,0,Extranjero,199,2057,Encontrado muerto,2003-07-07,muerto
A,L768702,Motacilla alba ,13,2,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,NA,NA,Anillamiento,2003-02-13,anillamiento
C,L768702,Motacilla alba ,30,5,2003,"Burghausen, Oberbayern",Alemania,2,0,Extranjero,106,1936,Encontrado muerto anilla roja,2003-05-30,muerto
A,L751801,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,NA,NA,Anillamiento,2003-01-31,anillamiento
C,L751801,Motacilla alba ,15,8,2003,"Düssnitz, Sachsen Anhalt",Alemania,5,1,Extranjero,196,2171,Colision contra un coche anilla naranja,2003-08-15,muerto
A,L751891,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,NA,NA,Anillamiento,2003-01-31,anillamiento
C,L751891,Motacilla alba ,13,6,2005,"Seesen Harz, Braunschweig Inc Hildsh",Alemania,2,0,Extranjero,864,2045,Encontrado muerto anilla naranja,2005-06-13,muerto
A,L797360,Motacilla alba ,21,11,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2003-11-21,anillamiento
C,L797360,Motacilla alba ,8,4,2005,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,504,2362,control anilla roja leido telescopio,2005-04-08,muerto
C,L797360,Motacilla alba ,17,4,2006,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,878,2362,control anilla roja leido telescopio,2006-04-17,muerto
C,L797360,Motacilla alba ,15,7,2006,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,967,2363,Capturada por un gato,2006-07-15,muerto
A,L797597,Motacilla alba ,4,12,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2003-12-04,anillamiento
C,L797597,Motacilla alba ,19,8,2006,"Rheinbach Womersdorf, Köln",Alemania,2,0,Extranjero,989,1792,Encontrado muerto anilla roja,2006-08-19,muerto
A,L939258,Motacilla alba ,29,12,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,NA,NA,Anillamiento,2003-12-29,anillamiento
C,L939258,Motacilla alba ,28,9,2004,"Offstein, Rheinhessen Pfalz",Alemania,4,1,Extranjero,274,1768,control,2004-09-28,control
C,L939258,Motacilla alba ,11,4,2005,"Kreischa, Dresden",Alemania,4,1,Extranjero,469,2165,control,2005-04-11,control
A,L939525,Motacilla alba ,12,1,2004,"San Pablo, Sevilla",España,5,2,M. Vazquez,NA,NA,Anillamiento,2004-01-12,anillamiento
C,L939525,Motacilla alba ,2,8,2004,"Münchhausen Sintshausen, Giessen",Alemania,2,0,Extranjero,203,1898,Encontrado muerto,2004-08-02,muerto
